Call Number,Call # Formatted,Title,Title,Library,Author,Barcode,COPY,N/A,LOCATION,Loan,Edition,Year,Last Check-Out,Check-  Outs,Decision,Call Number 2,Field18,Title,Library 2,Barcode 2,Field22,Field23,Field24,Field25,Field26,Field27,Field28,Date Created,Last Check-Out,Check-Outs
P91 .C28 2000,P91.C282000,"Voyeur nation : media, privacy, and peering in modern culture / Clay Calvert","Voyeur nation : media, privacy, and peering i…",DOHENY,"Calvert, Clay",31275034471244,1,1827700,BOOKSTACKS,4WK/SEMSTR,-,2000,11/9/2009,21,,P91 .C28 2000,P91.C282000,"Voyeur nation : media, privacy, and peering in modern culture / Clay Calvert",LEAVEY,31275034482662,,1,1827700,BOOKSTACKS,4WK/SEMSTR,-,2000,12/6/2000,6/28/2010,31
HQ76.25 .M56 1995,HQ76.25.M561995,Out of the past : gay and lesbian history from 1869 to the present / by Neil Miller,Out of the past : gay and lesbian history fro…,DOHENY,"Miller, Neil, 1945-",31275027384800,1,676720,BOOKSTACKS,4WK/SEMSTR,1st Vintage Books ed.,1995,11/24/2009,30,,HQ76.25 .M56 1995,HQ76.25.M561995,Out of the past : gay and lesbian history from 1869 to the present / by Neil Miller,LEAVEY,31275025498453,,1,676720,BOOKSTACKS,4WK/SEMSTR,1st Vintage Books ed.,1995,9/25/1996,8/2/2011,31
BF575.A3 A576 1994,BF575.A3A5761994,Aggressive behavior : current perspectives / edited by L. Rowell Huesmann,Aggressive behavior : current perspectives / …,DOHENY,"Huesmann, L. Rowell",31275025954240,1,362572,BOOKSTACKS,4WK/SEMSTR,-,1994,9/4/2010,59,,BF575.A3 A576 1994,BF575.A3A5761994,Aggressive behavior : current perspectives / edited by L. Rowell Huesmann,LEAVEY,31275027470484,,1,362572,BOOKSTACKS,4WK/SEMSTR,-,1994,12/16/1996,8/2/2010,31
BD181.7 .M37 2002,BD181.7.M372002,The ethics of memory / Avishai Margalit,The ethics of memory / Avishai Margalit…,GRANDDEPOS,"Margalit, Avishai, 1939-",31275037251114,1,1994117,BOOKSTACKS,4WK/SEMSTR,-,2002,11/8/2010,4,,BD181.7 .M37 2002,BD181.7.M372002,The ethics of memory / Avishai Margalit,LEAVEY,31275037250454,,1,1994117,BOOKSTACKS,4WK/SEMSTR,-,2002,1/16/2003,8/23/2011,31
BF637.C5 B77 1998,BF637.C5B771998,Seven life lessons of chaos : Timeless  wisdom fron the science of change/ John Briggs and F. David Peat,Seven life lessons of chaos : Timeless  wisdo…,DOHENY,"Briggs, John, 1945-",31275029817674,1,1432312,BOOKSTACKS,4WK/SEMSTR,1st ed.,1998,11/8/2010,5,,BF637.C5 B77 1998,BF637.C5B771998,Seven life lessons of chaos : Timeless  wisdom fron the science of change/ John Briggs and F. David Peat,LEAVEY,31275029819662,,1,1432312,BOOKSTACKS,4WK/SEMSTR,1st ed.,1998,2/9/1999,8/23/2012,31
PS2956 .H43 1994,PS2956.H431994,Harriet Beecher Stowe : a life / Joan D. Hedrick,Harriet Beecher Stowe : a life / Joan D. Hedr…,DOHENY,"Hedrick, Joan D., 1944-",31275025719411,1,671265,BOOKSTACKS,4WK/SEMSTR,-,1994,3/29/2011,16,,PS2956 .H43 1994,PS2956.H431994,Harriet Beecher Stowe : a life / Joan D. Hedrick,LEAVEY,31275026284688,,1,671265,BOOKSTACKS,4WK/SEMSTR,-,1994,9/25/1996,4/30/2012,31
E78.C15 W48 1999,E78.C15W481999,"Indian country, L.A. : maintaining ethnic community in complex society / Joan Weibel-Orlando","Indian country, L.A. : maintaining ethnic com…",DOHENY,"Weibel-Orlando, Joan, 1938-",31275030083332,2,1514725,BOOKSTACKS,4WK/SEMSTR,Rev. ed.,1999,4/8/2011,26,,E78.C15 W48 1999,E78.C15W481999,"Indian country, L.A. : maintaining ethnic community in complex society / Joan Weibel-Orlando",LEAVEY,31275036366459,,2,1514725,BOOKSTACKS,4WK/SEMSTR,Rev. ed.,1999,10/1/2001,12/8/2013,31
ML3508 .P45 1992,ML3508.P451992,"The creation of jazz : music, race, and culture in urban America / Burton W. Peretti","The creation of jazz : music, race, and cultu…",MUSIC,"Peretti, Burton W. (Burton William), 1961-",31275024043284,1,891399,BOOKSTACKS,4WK/SEMSTR,-,1992,4/28/2011,45,,ML3508 .P45 1992,ML3508.P451992,"The creation of jazz : music, race, and culture in urban America / Burton W. Peretti",LEAVEY,31275026323239,,1,891399,BOOKSTACKS,4WK/SEMSTR,-,1992,9/26/1996,9/22/2011,31
PA3055 .R6513 1985,PA3055.R65131985,A short history of Greek literature / Jacqueline de Romilly ; translated by Lillian Doherty,A short history of Greek literature / Jacquel…,DOHENY,"Romilly, Jacqueline de",31275016700594,1,612703,BOOKSTACKS,4WK/SEMSTR,-,1985,5/17/2011,15,,PA3055 .R6513 1985,PA3055.R65131985,A short history of Greek literature / Jacqueline de Romilly ; translated by Lillian Doherty,LEAVEY,31275017827131,,1,612703,BOOKSTACKS,4WK/SEMSTR,-,1985,9/25/1996,5/9/2011,31
PS3525.A4152 Z6,PS3525.A4152Z6,"Norman Mailer, a collection of critical essays, edited by Leo Braudy","Norman Mailer, a collection of critical essay…",DOHENY,"Braudy, Leo comp",31275018056912,1,610541,BOOKSTACKS,4WK/SEMSTR,-,1972,12/4/2011,24,,PS3525.A4152 Z6,PS3525.A4152Z6,"Norman Mailer, a collection of critical essays, edited by Leo Braudy",LEAVEY,31275001033639,,1,610541,BOOKSTACKS,4WK/SEMSTR,-,1972,9/25/1996,2/27/2012,31
PA6156 .A8 1977 v.1,PA6156.A81977v.1,St. Augustine's Confessions / with an English translation by William Watts (1631),St. Augustine's Confessions / with an English…,PHILOSOPHY,"Augustine, Saint, Bishop of Hippo",31275001044016,1,646720,BOOKSTACKS,4WK/SEMSTR,-,1928,12/16/2011,27,,PA6156 .A8 1977 v.1,PA6156.A81977v.1,St. Augustine's Confessions / with an English translation by William Watts (1631),LEAVEY,31275026352873,,1,646720,BOOKSTACKS,4WK/SEMSTR,-,1928,9/25/1996,2/23/2015,31
E492.3 .M38 1997,E492.3.M381997,For cause and comrades : why men fought in the Civil War / James M. McPherson,For cause and comrades : why men fought in th…,DOHENY,"McPherson, James M",31275028838051,1,1063216,BOOKSTACKS,4WK/SEMSTR,-,1997,4/30/2012,43,,E492.3 .M38 1997,E492.3.M381997,For cause and comrades : why men fought in the Civil War / James M. McPherson,LEAVEY,31275028899806,,1,1063216,BOOKSTACKS,4WK/SEMSTR,-,1997,10/11/1997,4/25/2012,31
PS3553.R48 G7,PS3553.R48G7,The great train robbery / by Michael Crichton,The great train robbery / by Michael Crichton…,DOHENY,"Crichton, Michael, 1942-2008",31275023526958,2,631851,BOOKSTACKS,4WK/SEMSTR,1st ed.,1975,9/1/2012,36,,PS3553.R48 G7,PS3553.R48G7,The great train robbery / by Michael Crichton,LEAVEY,31275002570787,,2,631851,BOOKSTACKS,4WK/SEMSTR,1st ed.,1975,9/25/1996,4/2/2011,31
DG467 .D84 1994,DG467.D841994,A concise history of Italy / Christopher Duggan,A concise history of Italy / Christopher Dugg…,DOHENY,"Duggan, Christopher",31275025602823,1,674625,BOOKSTACKS,4WK/SEMSTR,-,1994,9/10/2012,17,,DG467 .D84 1994,DG467.D841994,A concise history of Italy / Christopher Duggan,LEAVEY,31275026023383,,1,674625,BOOKSTACKS,4WK/SEMSTR,-,1994,1/11/1997,9/29/2012,31
DT450.435 .S355 2002,DT450.435.S3552002,"Genocide and crisis in Central Africa : conflict roots, mass violence, and regional war / Christian P. Scherrer ; foreword by Robert Melson",Genocide and crisis in Central Africa : confl…,VKC,"Scherrer, Christian P",31275035712737,1,1935230,BOOKSTACKS,4WK/SEMSTR,-,2002,11/18/2012,32,,DT450.435 .S355 2002,DT450.435.S3552002,"Genocide and crisis in Central Africa : conflict roots, mass violence, and regional war / Christian P. Scherrer ; foreword by Robert Melson",LEAVEY,31275036701135,,1,1935230,BOOKSTACKS,4WK/SEMSTR,-,2002,6/11/2002,11/24/2014,31
HM57 .W342 V.2,HM57.W342V.2,Economy and society; an outline of interpretive sociology. Edited by Guenther Roth and Claus Wittich. Translators: Ephraim Fischoff [and others],Economy and society; an outline of interpreti…,DOHENY,"Weber, Max, 1864-1920",31275000331612,1,625473,BOOKSTACKS,4WK/SEMSTR,-,1968,12/12/2012,73,,HM57 .W342 V.2,HM57.W342V.2,Economy and society; an outline of interpretive sociology. Edited by Guenther Roth and Claus Wittich. Translators: Ephraim Fischoff [and others],LEAVEY,31275000675125,,1,625473,BOOKSTACKS,4WK/SEMSTR,-,1968,9/25/1996,5/2/2012,31
N6538.N5 L39,N6538.N5L39,Art : African American / Samella Lewis,Art : African American / Samella Lewis…,DOHENY,"Lewis, Samella S",31275000920091,1,642085,BOOKSTACKS,4WK/SEMSTR,-,1978,12/18/2012,26,,N6538.N5 L39,N6538.N5L39,Art : African American / Samella Lewis,LEAVEY,31275000846056,,1,642085,BOOKSTACKS,4WK/SEMSTR,-,1978,9/25/1996,8/24/2012,31
RC488 .Y3 1995,RC488.Y31995,The theory and practice of group psychotherapy / Irvin D. Yalom,The theory and practice of group psychotherap…,GRANDDEPOS,"Yalom, Irvin D., 1931-",31275035895144,1,56631,BOOKSTACKS,4WK/SEMSTR,4th ed.,1995,1/30/2013,27,,RC488 .Y3 1995,RC488.Y31995,The theory and practice of group psychotherapy / Irvin D. Yalom,LEAVEY,31275036366939,,1,56631,BOOKSTACKS,4WK/SEMSTR,4th ed.,1995,10/4/2001,3/26/2011,31
HQ766.7 .D58 1993,HQ766.7.D581993,Population policy & women's rights : transforming reproductive choice / Ruth Dixon-Mueller,Population policy & women's rights : transfor…,VKC,"Dixon-Mueller, Ruth",31275025025439,1,492577,BOOKSTACKS,4WK/SEMSTR,-,1993,4/30/2013,38,,HQ766.7 .D58 1993,HQ766.7.D581993,Population policy & women's rights : transforming reproductive choice / Ruth Dixon-Mueller,LEAVEY,31275026325556,,1,492577,BOOKSTACKS,4WK/SEMSTR,-,1993,9/24/1996,9/28/2011,31
PR6003.E282 Z585 1994,PR6003.E282Z5851994,The Cambridge companion to Beckett / edited by John Pilling,The Cambridge companion to Beckett / edited b…,DOHENY,"Pilling, John",31275025821969,1,359299,BOOKSTACKS,4WK/SEMSTR,-,1994,5/18/2013,53,,PR6003.E282 Z585 1994,PR6003.E282Z5851994,The Cambridge companion to Beckett / edited by John Pilling,LEAVEY,31275027589614,,1,359299,BOOKSTACKS,4WK/SEMSTR,-,1994,12/16/1996,1/10/2013,31
PR6029.W4 A6 1984 V.1,PR6029.W4A61984V.1,The complete poems and fragments / Wilfred Owen ; edited by Jon Stallworthy,The complete poems and fragments / Wilfred Ow…,DOHENY,"Owen, Wilfred, 1893-1918",31275015601678,1,653381,BOOKSTACKS,4WK/SEMSTR,1st American ed.,1984,7/26/2013,30,,PR6029.W4 A6 1984 V.1,PR6029.W4A61984V.1,The complete poems and fragments / Wilfred Owen ; edited by Jon Stallworthy,LEAVEY,31275015148175,,1,653381,BOOKSTACKS,4WK/SEMSTR,1st American ed.,1984,9/25/1996,5/9/2014,31
H62 .Q3545 2002,H62.Q35452002,Qualitative research methods / edited by Darin Weinberg,Qualitative research methods / edited by Dari…,DOHENY,"Weinberg, Darin",31275036640788,1,1948441,BOOKSTACKS,4WK/SEMSTR,-,2002,9/27/2013,32,,H62 .Q3545 2002,H62.Q35452002,Qualitative research methods / edited by Darin Weinberg,LEAVEY,31275036719376,,1,1948441,BOOKSTACKS,4WK/SEMSTR,-,2002,7/15/2002,5/19/2014,31
JX1395 .N385 1993,JX1395.N3851993,"Neorealism and neoliberalism : the contemporary debate / David A. Baldwin, editor",Neorealism and neoliberalism : the contempora…,GRANDDEPOS,"Baldwin, David A. (David Allen), 1936-",31275029328532,1,494911,BOOKSTACKS,4WK/SEMSTR,-,1993,12/7/2013,40,,JX1395 .N385 1993,JX1395.N3851993,"Neorealism and neoliberalism : the contemporary debate / David A. Baldwin, editor",LEAVEY,31275029576841,,1,494911,BOOKSTACKS,4WK/SEMSTR,-,1993,10/27/1998,4/24/2013,31
PS3563.A4345 C5 1987,PS3563.A4345C51987,The cherry orchard : by Anton Chekhov / adapted by David Mamet from a literal translation by Peter Nelles,The cherry orchard : by Anton Chekhov / adapt…,DOHENY,"Mamet, David",31275019142752,1,654782,BOOKSTACKS,4WK/SEMSTR,1st ed.,1987,1/6/2014,34,,PS3563.A4345 C5 1987,PS3563.A4345C51987,The cherry orchard : by Anton Chekhov / adapted by David Mamet from a literal translation by Peter Nelles,LEAVEY,31275019157214,,1,654782,BOOKSTACKS,4WK/SEMSTR,1st ed.,1987,9/25/1996,3/28/2014,31
HQ759 .R53 1986,HQ759.R531986,Of woman born : motherhood as experience and institution / Adrienne Rich,Of woman born : motherhood as experience and …,DOHENY,"Rich, Adrienne Cecile",31275018299348,1,34652,BOOKSTACKS,4WK/SEMSTR,10th anniversary ed.,1986,1/16/2014,62,,HQ759 .R53 1986,HQ759.R531986,Of woman born : motherhood as experience and institution / Adrienne Rich,LEAVEY,31275026268699,,1,34652,BOOKSTACKS,4WK/SEMSTR,10th anniversary ed.,1986,9/23/1996,1/14/2014,31
F1219.76.S64 C44 1991,F1219.76.S64C441991,Aztecs : an interpretation / Inga Clendinnen,Aztecs : an interpretation / Inga Clendinnen…,DOHENY,"Clendinnen, Inga",31275023265680,1,665025,BOOKSTACKS,4WK/SEMSTR,-,1991,1/16/2014,67,,F1219.76.S64 C44 1991,F1219.76.S64C441991,Aztecs : an interpretation / Inga Clendinnen,LEAVEY,31275026318981,,1,665025,BOOKSTACKS,4WK/SEMSTR,-,1991,9/25/1996,11/18/2011,31
PN1031 .H38,PN1031.H38,"Poetry, language, thought. Translations and introd. by Albert Hofstadter","Poetry, language, thought. Translations and i…",GRANDDEPOS,"Heidegger, Martin, 1889-1976",31275021320669,1,618894,BOOKSTACKS,4WK/SEMSTR,[1st ed.],1971,2/4/2014,58,,PN1031 .H38,PN1031.H38,"Poetry, language, thought. Translations and introd. by Albert Hofstadter",LEAVEY,31275000547712,,1,618894,BOOKSTACKS,4WK/SEMSTR,[1st ed.],1971,9/25/1996,4/2/2014,31
QC174.13 .P33 1982,QC174.13.P331982,The cosmic code : quantum physics as the language of nature / Heinz R. Pagels,The cosmic code : quantum physics as the lang…,SCIENCE,"Pagels, Heinz R., 1939-",31275016957483,1,614124,BOOKSTACKS,4WK/SEMSTR,-,1982,2/21/2014,16,,QC174.13 .P33 1982,QC174.13.P331982,The cosmic code : quantum physics as the language of nature / Heinz R. Pagels,LEAVEY,31275002243575,,1,614124,BOOKSTACKS,4WK/SEMSTR,-,1982,9/25/1996,10/2/2014,31
HB171 .W54 2002,HB171.W542002,Naked economics : undressing the dismal science / Charles Wheelan ; foreword by Burton G. Malkiel,Naked economics : undressing the dismal scien…,DOHENY,"Wheelan, Charles J",31275036774355,1,1977032,BOOKSTACKS,4WK/SEMSTR,1st ed.,2002,3/25/2014,24,,HB171 .W54 2002,HB171.W542002,Naked economics : undressing the dismal science / Charles Wheelan ; foreword by Burton G. Malkiel,LEAVEY,31275037260677,,1,1977032,BOOKSTACKS,4WK/SEMSTR,1st ed.,2002,1/29/2003,10/16/2012,31
N6847.5.I4 C58 1991,N6847.5.I4C581991,Painted love : prostitution in French art of the impressionist era / Hollis Clayson,Painted love : prostitution in French art of …,AFA,"Clayson, Hollis, 1946-",31275023762785,1,985472,BOOKSTACKS,4WK/SEMSTR,-,1991,4/7/2014,61,,N6847.5.I4 C58 1991,N6847.5.I4C581991,Painted love : prostitution in French art of the impressionist era / Hollis Clayson,LEAVEY,31275026370446,,1,985472,BOOKSTACKS,4WK/SEMSTR,-,1991,1/1/1997,11/1/2013,31
DS881.9 .G66 2003,DS881.9.G662003,The modern history of Japan : from Tokugawa times to the present / Andrew Gordon,The modern history of Japan : from Tokugawa t…,DOHENY,"Gordon, Andrew, 1952-",31275037353407,1,2002100,BOOKSTACKS,4WK/SEMSTR,-,2003,5/9/2014,24,,DS881.9 .G66 2003,DS881.9.G662003,The modern history of Japan : from Tokugawa times to the present / Andrew Gordon,LEAVEY,31275037285492,,1,2002100,BOOKSTACKS,4WK/SEMSTR,-,2003,3/4/2003,1/29/2014,31
P95.8 .P645 1996,P95.8.P6451996,"Political persuasion and attitude change / edited by Diana C. Mutz, Paul M. Sniderman, and Richard A. Brody",Political persuasion and attitude change / ed…,VKC,"Mutz, Diana Carole",31275028208412,1,969127,BOOKSTACKS,4WK/SEMSTR,-,1996,8/13/2014,27,,P95.8 .P645 1996,P95.8.P6451996,"Political persuasion and attitude change / edited by Diana C. Mutz, Paul M. Sniderman, and Richard A. Brody",LEAVEY,31275028890417,,1,969127,BOOKSTACKS,4WK/SEMSTR,-,1996,4/22/1997,12/9/2013,31
BD418.3 .C435 2002,BD418.3.C4352002,Philosophy of mind : classical and contemporary readings / David J. Chalmers,Philosophy of mind : classical and contempora…,PHILOSOPHY,"Chalmers, David John, 1966-",31275036777028,1,1977225,BOOKSTACKS,4WK/SEMSTR,-,2002,8/26/2014,33,,BD418.3 .C435 2002,BD418.3.C4352002,Philosophy of mind : classical and contemporary readings / David J. Chalmers,LEAVEY,31275036773324,,1,1977225,BOOKSTACKS,4WK/SEMSTR,-,2002,9/20/2002,10/10/2014,31
DS721 .M73 1971,DS721.M731971,Intellectual foundations of China [by] Frederick W. Mote,Intellectual foundations of China [by] Freder…,DOHENY,"Mote, Frederick W., 1922-2005",31275018861246,1,617783,BOOKSTACKS,4WK/SEMSTR,[1st ed.],1971,9/10/2014,35,,DS721 .M73 1971,DS721.M731971,Intellectual foundations of China [by] Frederick W. Mote,LEAVEY,31275019083014,,1,617783,BOOKSTACKS,4WK/SEMSTR,[1st ed.],1971,9/25/1996,8/18/2012,31
F869.L89 M566 2003,F869.L89M5662003,"Murder at the Sleepy Lagoon : Zoot suits, race, and riot in wartime L.A. / Eduardo Obregón Pagán","Murder at the Sleepy Lagoon : Zoot suits, rac…",DOHENY,"Pagán, Eduardo Obregón, 1960-",31275038781382,1,2073510,BOOKSTACKS,4WK/SEMSTR,-,2003,11/11/2014,39,,F869.L89 M566 2003,F869.L89M5662003,"Murder at the Sleepy Lagoon : Zoot suits, race, and riot in wartime L.A. / Eduardo Obregón Pagán",LEAVEY,31275038783271,,1,2073510,BOOKSTACKS,4WK/SEMSTR,-,2003,12/17/2003,1/7/2013,31
PS3511.I9 S5,PS3511.I9S5,"Six tales of the jazz age, and other stories","Six tales of the jazz age, and other stories…",DOHENY,"Fitzgerald, F. Scott (Francis Scott), 1896-1940",31275042338856,1,621247,BOOKSTACKS,4WK/SEMSTR,-,1960,11/11/2014,13,,PS3511.I9 S5,PS3511.I9S5,"Six tales of the jazz age, and other stories",LEAVEY,31275000595083,,1,621247,BOOKSTACKS,4WK/SEMSTR,-,1960,9/25/1996,3/4/2011,31
E185.625 .M38 2000,E185.625.M382000,Losing the race : self-sabotage in Black America / John H. McWhorter,Losing the race : self-sabotage in Black Amer…,DOHENY,"McWhorter, John H",31275034488818,1,1815431,BOOKSTACKS,4WK/SEMSTR,-,2000,11/15/2014,30,,E185.625 .M38 2000,E185.625.M382000,Losing the race : self-sabotage in Black America / John H. McWhorter,LEAVEY,31275034487083,,1,1815431,BOOKSTACKS,4WK/SEMSTR,-,2000,9/7/2000,11/18/2013,31
F869.C815 M38 1993,F869.C815M381993,"Farming the home place : a Japanese American community in California, 1919-1982 / Valerie J. Matsumoto",Farming the home place : a Japanese American …,DOHENY,"Matsumoto, Valerie J",31275025809402,1,671711,BOOKSTACKS,4WK/SEMSTR,-,1993,1/30/2015,48,,F869.C815 M38 1993,F869.C815M381993,"Farming the home place : a Japanese American community in California, 1919-1982 / Valerie J. Matsumoto",LEAVEY,31275026320573,,1,671711,BOOKSTACKS,4WK/SEMSTR,-,1993,9/25/1996,1/24/2012,31
JC311 .B756 1994,JC311.B7561994,Nationalism and the state / John Breuilly,Nationalism and the state / John Breuilly…,VKC,"Breuilly, John, 1946-",31275025922585,1,498459,BOOKSTACKS,4WK/SEMSTR,2nd ed.,1994,2/5/2015,70,,JC311 .B756 1994,JC311.B7561994,Nationalism and the state / John Breuilly,LEAVEY,31275027473066,,1,498459,BOOKSTACKS,4WK/SEMSTR,2nd ed.,1994,12/16/1996,11/27/2012,31
E668 .F66 1988,E668.F661988,"Reconstruction, 1863-1877 / Eric Foner","Reconstruction, 1863-1877 / Eric Foner…",DOHENY,"Foner, Eric, 1943-",31275020590023,1,655548,BOOKSTACKS,4WK/SEMSTR,-,1988,3/2/2015,63,,E668 .F66 1988,E668.F661988,"Reconstruction, 1863-1877 / Eric Foner",LEAVEY,31275019664789,,1,655548,BOOKSTACKS,4WK/SEMSTR,-,1988,9/25/1996,9/3/2014,31
PS3566.L27 Z53 1975,PS3566.L27Z531975,"Letters home : correspondence, 1950-1963 / by Sylvia Plath ; selected and edited with commentary by Aurelia Schober Plath","Letters home : correspondence, 1950-1963 / by…",DOHENY,"Plath, Sylvia",31275016470677,1,632530,BOOKSTACKS,4WK/SEMSTR,1st ed.,1975,3/3/2015,18,,PS3566.L27 Z53 1975,PS3566.L27Z531975,"Letters home : correspondence, 1950-1963 / by Sylvia Plath ; selected and edited with commentary by Aurelia Schober Plath",LEAVEY,31275000875584,,1,632530,BOOKSTACKS,4WK/SEMSTR,1st ed.,1975,9/25/1996,3/3/2015,31
HQ1420.B75 1987,HQ1420.B751987,Setting a course : American women in the 1920s / Dorothy M. Brown,Setting a course : American women in the 1920…,GRANDDEPOS,"Brown, Dorothy M. (Dorothy Marie), 1932-",31275050945055,1,614963,BOOKSTACKS,4WK/SEMSTR,-,1987,,0,,HQ1420.B75 1987,HQ1420.B751987,Setting a course : American women in the 1920s / Dorothy M. Brown,LEAVEY,31275018554452,,1,614963,BOOKSTACKS,4WK/SEMSTR,-,1987,9/25/1996,1/3/2014,31
PN1993.5.A1 R56 1981,PN1993.5.A1R561981,The history of world cinema / David Robinson,The history of world cinema / David Robinson…,CINEMA,"Robinson, David, 1930-",31275051319037,1,646565,BOOKSTACKS,4WK/SEMSTR,"2d ed., rev. and updated.",1981,,0,,PN1993.5.A1 R56 1981,PN1993.5.A1R561981,The history of world cinema / David Robinson,LEAVEY,31275006778857,,1,646565,BOOKSTACKS,4WK/SEMSTR,"2d ed., rev. and updated.",1981,9/25/1996,10/19/2012,31
PS3563.A4345C5 1987,PS3563.A4345C51987,The cherry orchard : by Anton Chekhov / adapted by David Mamet from a literal translation by Peter Nelles,The cherry orchard : by Anton Chekhov / adapt…,GRANDDEPOS,"Mamet, David",31275049378012,1,654782,BOOKSTACKS,4WK/SEMSTR,1st ed.,1987,,0,,PS3563.A4345C5 1987,PS3563.A4345C51987,The cherry orchard : by Anton Chekhov / adapted by David Mamet from a literal translation by Peter Nelles,LEAVEY,31275019157214,,1,654782,BOOKSTACKS,4WK/SEMSTR,1st ed.,1987,9/25/1996,3/28/2014,31
