Call Number,Call Number (Formatted),Title,Author,Barcode,Library,Home Location,Current Location,Year,Date Added,Last Check-Out,Check-Outs,,
QH77.I4 K75 2000x,QH77.I4K752000x,Nature's spokesman : M. Krishnan and Indian wildlife / edited by Ramachandra Guha,"Krishnan, M",31275035563767,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,2/11/2001,5/28/2003,2,,
QH77 .E324 2000x,QH77.E3242000x,"Ecosystem management : lessons from around the world : a guide for development and conservation practitioners / edited by Jean Yves Pirot, Peter-John Meynell and Danny Elder","Pirot, J.-Y. (Jean-Yves)",31275034599531,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,7/31/2001,11/24/2002,3,,
QH77.C6 T36 1987,QH77.C6T361987,Living treasures : an odyssey through China's extraordinary nature reserves / Tang Xiyang,"Tang, Xiyang",31275019151183,LEAVEY,BOOKSTACKS,BOOKSTACKS,1987,9/25/1996,11/6/2005,8,,
QH76 .S58 1996,QH76.S581996,The Sierra Club wetlands reader : a literary companion / edited by Sam Wilson and Tom Moritz,"Wilson, Sam, 1946-",31275027075630,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,12/8/1996,3/26/2005,13,,
QH76 .S26 2009,QH76.S262009,A conservationist manifesto / Scott Russell Sanders,"Sanders, Scott R. (Scott Russell), 1945-",31275046409737,LEAVEY,BOOKSTACKS,BOOKSTACKS,2009,4/30/2009,Never,0,,
QH76 .R48 2001,QH76.R482001,Return of the wild : the future of our natural lands / edited by Ted Kerasote,"Kerasote, Ted",31275035669127,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,11/28/2001,11/24/2009,5,,
QH76 .D84 2005,QH76.D842005,Nature-friendly communities : habitat protection and land use / Christopher Duerksen and Cara Snyder,"Duerksen, Christopher J., 1948-",31275041294100,LEAVEY,BOOKSTACKS,BOOKSTACKS,2005,7/26/2005,11/9/2007,1,,
QH76 .C73 1999x,QH76.C731999x,Habitats and ecosystems : an encyclopedia of endangered America / Mark Crawford,"Crawford, Mark, 1954-",31275035116475,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,2/15/2000,3/31/2003,4,,
QH76 .C6545 2004,QH76.C65452004,Conservation in the progressive era : classic texts / edited by David Stradling ; foreword by William Cronon,"Stradling, David",31275039447678,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,7/8/2004,11/19/2007,7,,
QH76 .B47 1985,QH76.B471985,Restoring the earth : how Americans are working to renew our damaged environment / John J. Berger ; with a foreword by Morris K. Udall,"Berger, John J",31275017205734,LEAVEY,BOOKSTACKS,BOOKSTACKS,1985,9/25/1996,11/9/2007,13,,
QH76.5.Y45 K56 2010,QH76.5.Y45K562010,"Knowing Yellowstone : science in America's first national park / Jerry Johnson, editor","Johnson, Jerry, 1955-",31275051374966,LEAVEY,BOOKSTACKS,BOOKSTACKS,2010,8/13/2012,Never,0,,
QH76.5.Y45 C47 1986,QH76.5.Y45C471986,Playing God in Yellowstone : the destruction of America's first national park / by Alston Chase,"Chase, Alston",31275018083924,LEAVEY,BOOKSTACKS,BOOKSTACKS,1986,9/25/1996,4/9/2007,60,,
QH76.5.C2 J46 1993,QH76.5.C2J461993,"In our own hands : a strategy for conserving California's biological diversity / Deborah B. Jensen, Margaret S. Torn, John Harte","Jensen, Deborah B",31275026334822,LEAVEY,BOOKSTACKS,BOOKSTACKS,1993,9/24/1996,11/29/2010,8,,
QH75 .V63 1994,QH75.V631994,Genes for sale : privatization as a conservation policy / Joseph Henry Vogel,"Vogel, Joseph Henry",31275027549055,LEAVEY,BOOKSTACKS,BOOKSTACKS,1994,12/16/1996,10/20/2003,4,,
QH75 .T35 1989,QH75.T351989,"Taking sides : clashing views on controversial environmental issues / edited, selected, and with introductions by Theodore D. Golbfarb","Goldfarb, Theodore D., 1935-",31275020862182,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/25/1996,11/4/2007,59,,
QH75 .T235 1996,QH75.T2351996,The idea of biodiversity : philosophies of paradise / David Takacs,"Takacs, David",31275028893999,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,7/7/1997,5/10/2006,19,,
QH75 .R69 2003,QH75.R692003,Win-win ecology : how the earth's species can survive in the midst of human enterprise / Michael L. Rosenzweig,"Rosenzweig, Michael L",31275037653160,LEAVEY,BOOKSTACKS,BOOKSTACKS,2003,5/7/2003,11/6/2011,4,,
QH75 .P42 1994,QH75.P421994,"The economic value of biodiversity / David Pearce and Dominic Moran, in association with the Biodiversity Programme of IUCN--the World Conservation Union","Pearce, David W. (David William)",31275027585117,LEAVEY,BOOKSTACKS,BOOKSTACKS,1994,12/16/1996,11/6/2011,15,,
QH75 .M93 1983,QH75.M931983,A wealth of wild species : storehouse for human welfare / Norman Myers,"Myers, Norman",31275015036958,LEAVEY,BOOKSTACKS,BOOKSTACKS,1983,9/25/1996,10/22/2008,13,,
QH75 .M478 2006,QH75.M4782006,The end of the wild / Stephen M. Meyer,"Meyer, Stephen M",31275042386988,LEAVEY,BOOKSTACKS,BOOKSTACKS,2006,1/3/2007,7/3/2007,1,,
QH75 .M386 1994,QH75.M3861994,"Principles of conservation biology / Gary K. Meffe, C. Ronald Carroll, and contributors","Meffe, Gary K",31275027491175,LEAVEY,BOOKSTACKS,BOOKSTACKS,1994,12/8/1996,10/15/2004,7,,
QH75 .M24 2002x,QH75.M242002x,The Penguin atlas of endangered species / Richard Mackay,"Mackay, Richard",31275036679216,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,5/15/2002,4/23/2010,5,,
QH75 .H66,QH75.H66,Building an ark : tools for the preservation of natural diversity through land protection / Phillip M. Hoose,"Hoose, Phillip M., 1947-",31275002128420,LEAVEY,BOOKSTACKS,BOOKSTACKS,1981,9/25/1996,2/16/2003,19,,
QH75 .G75 1992,QH75.G751992,Ghost bears : exploring the biodiversity crisis / R. Edward Grumbine ; foreword by Michael Soulé,"Grumbine, R. Edward",31275024365786,LEAVEY,BOOKSTACKS,BOOKSTACKS,1992,9/25/1996,11/19/2007,15,,
QH75 .G55 1992,QH75.G551992,"Global biodiversity : status of the Earth's living resources : a report / compiled by the World Conservation Monitoring Centre ; editor: Brian Groombridge in collaboration with the Natural History Museum, London and in association with IUCN-the World Conservation Union ... [et al.]","Groombridge, Brian, 1946-",31275026494204,LEAVEY,BOOKSTACKS,BOOKSTACKS,1992,9/24/1996,10/20/2004,13,,
QH75 .E58 1998,QH75.E581998,Life in the balance : humanity and the biodiversity crisis / Niles Eldredge ; illustrations by Patricia Wynne,"Eldredge, Niles",31275012502176,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,6/4/1998,4/10/2007,29,,
QH75 .E36,QH75.E36,Extinction : the causes and consequences of the disappearance of species / Paul and Anne Ehrlich,"Ehrlich, Paul R",31275001450254,LEAVEY,BOOKSTACKS,BOOKSTACKS,1981,9/25/1996,1/14/2008,63,,
QH75 .D345 2002,QH75.D3452002,The new economy of nature : the quest to make conservation profitable / Gretchen C. Daily and Katherine Ellison,"Daily, Gretchen C",31275036679174,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,5/15/2002,11/6/2011,10,,
QH75 .C74 1988,QH75.C741988,Crossroads : environmental priorities for the future / edited by Peter Borrelli,"Borrelli, Peter",31275019912477,LEAVEY,BOOKSTACKS,BOOKSTACKS,1988,9/25/1996,5/15/2004,10,,
QH75 .B677 2003,QH75.B6772003,Strange encounters : adventures of a renegade naturalist / Daniel B. Botkin,"Botkin, Daniel B",31275038794013,LEAVEY,BOOKSTACKS,BOOKSTACKS,2003,11/19/2003,Never,0,,
QH75 .A345 2006,QH75.A3452006,The future of the wild : radical conservation for a crowded world / Jonathan S. Adams,"Adams, Jonathan S., 1961-",31275041260390,LEAVEY,BOOKSTACKS,BOOKSTACKS,2006,1/31/2006,11/19/2007,1,,
QH608 .C53 1999,QH608.C531999,A means to an end : the biological basis of aging and death / William R. Clark,"Clark, William R., 1938-",31275029732899,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,4/23/1999,12/19/2003,8,,
QH604.2 .N54 2005,QH604.2.N542005,The language of life : how cells communicate in health and disease / Debra Niehoff,"Niehoff, Debra",31275041418469,LEAVEY,BOOKSTACKS,BOOKSTACKS,2005,6/7/2005,Never,0,,
QH603.M5 L36 2005,QH603.M5L362005,"Power, sex, suicide : mitochondria and the meaning of life / Nick Lane","Lane, Nick",31275041252629,LEAVEY,BOOKSTACKS,BOOKSTACKS,2005,1/25/2006,Never,0,,
QH600 .L555 2008,QH600.L5552008,"Praise of chromosome ""folly"" : confessions of an untamed molecular structure / Antonio Lima-de-Faria","Lima-de-Faria, A",31275046382553,LEAVEY,BOOKSTACKS,BOOKSTACKS,2008,4/3/2009,Never,0,,
QH600.5 .S98 2004,QH600.5.S982004,Adam's curse : a future without men / Bryan Sykes,"Sykes, Bryan",31275039158085,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,4/28/2004,12/4/2008,9,,
QH588.S83 S65 2007,QH588.S83S652007,The promise and politics of stem cell research / Pam Solo and Gail Pressberg ; foreword by Mary Tyler Moore,"Solo, Pam",31275044051507,LEAVEY,BOOKSTACKS,BOOKSTACKS,2007,2/23/2007,11/6/2007,2,,
QH588.S83 P48 2008,QH588.S83P482008,"Sacred cells? : why Christians should support stem cell research / Ted Peters, Karen Lebacqz, and Gaymon Bennett","Peters, Ted, 1941-",31275045724839,LEAVEY,BOOKSTACKS,BOOKSTACKS,2008,10/7/2008,4/13/2011,12,,
QH588.S83 H47 2006,QH588.S83H472006,Stem cell wars : inside stories from the frontlines / Eve Herold ; foreword by George Daley,"Herold, Eve",31275042340811,LEAVEY,BOOKSTACKS,BOOKSTACKS,2006,11/29/2006,11/6/2007,2,,
QH588.S83 F69 2007,QH588.S83F692007,Cell of cells : the global race to capture and control the stem cell / Cynthia Fox,"Fox, Cynthia",31275044064658,LEAVEY,BOOKSTACKS,BOOKSTACKS,2007,4/6/2007,12/12/2009,5,,
QH582.4 .W65 2009,QH582.4.W652009,How we live and why we die : the secret lives of cells / Lewis Wolpert,"Wolpert, L. (Lewis)",31275047055174,LEAVEY,BOOKSTACKS,BOOKSTACKS,2009,2/25/2010,Never,0,,
QH582.4 .H37 2001,QH582.4.H372001,"The way of the cell : molecules, organisms, and the order of life / by Franklin M. Harold","Harold, Franklin M",31275035754929,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,7/17/2001,2/13/2002,1,,
QH581.2 .G66 1993,QH581.2.G661993,The machinery of life / David S. Goodsell,"Goodsell, David S",31275024966799,LEAVEY,BOOKSTACKS,BOOKSTACKS,1993,9/25/1996,2/12/2008,23,,
QH546 .R58 1996,QH546.R581996,"Adaptation / edited by Michael R. Rose, George V. Lauder","Rose, Michael R. (Michael Robertson), 1955-",31275028896711,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,8/6/1997,5/13/2005,8,,
QH545.W3 M37 1996,QH545.W3M371996,Biology of freshwater pollution / C.F. Mason,"Mason, C. F. (Christopher Frank), 1945-",31275028185974,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,12/19/1996,10/22/2003,19,,
QH545.W3 M37 1991,QH545.W3M371991,Biology of freshwater pollution / C.F. Mason,"Mason, C. F",31275026493321,LEAVEY,BOOKSTACKS,BOOKSTACKS,1991,9/25/1996,11/18/2007,24,,
QH545.S6 Y63 2009,QH545.S6Y632009,Yellowstone and the snowmobile : locking horns over national park use / Michael J. Yochim,"Yochim, Michael J",31275046405297,LEAVEY,BOOKSTACKS,BOOKSTACKS,2009,4/23/2009,Never,0,,
QH545.P4 W55 1997,QH545.P4W551997,Nature wars : people vs. pests / Mark L. Winston,"Winston, Mark L",31275028516020,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,12/3/1997,12/5/2007,16,,
QH545.P4 D86,QH545.P4D86,"DDT : scientists, citizens, and public policy / Thomas R. Dunlap","Dunlap, Thomas R., 1943-",31275029543536,LEAVEY,BOOKSTACKS,BOOKSTACKS,1981,9/25/1996,4/1/2005,47,,
QH545.O5 B44 1994,QH545.O5B441994,Before and after an oil spill : the Arthur Kill / edited by Joanna Burger,"Burger, Joanna",31275027708164,LEAVEY,BOOKSTACKS,BOOKSTACKS,1994,12/16/1996,10/18/2003,22,,
QH545.N3 R45 2001,QH545.N3R452001,The silver lining : the benefits of natural disasters / Seth R. Reice,"Reice, Seth Robert, 1947-2014",31275035670851,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,11/15/2001,5/8/2006,3,,
QH543.2 .M37 1996,QH543.2.M371996,Life in the cold : an introduction to winter ecology / Peter J. Marchand ; with illustrations by Libby Walker,"Marchand, Peter J",31275028909381,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,7/8/1997,5/13/2004,2,,
QH541 .T819 1991,QH541.T8191991,Global ecology / Colin Tudge,"Tudge, Colin",31275026272097,LEAVEY,BOOKSTACKS,BOOKSTACKS,1991,9/24/1996,5/15/2004,4,,
QH541 .S5345 1995,QH541.S53451995,Nature in danger : threatened habitats and species / by Noel Simon in association with the World Conservation Monitoring Centre,"Simon, Noel",31275027866582,LEAVEY,BOOKSTACKS,BOOKSTACKS,1995,12/16/1996,5/15/2004,7,,
QH541 .P742 2009,QH541.P7422009,"The Princeton guide to ecology / Simon A. Levin, editor","Levin, Simon A",31275047006144,LEAVEY,BOOKSTACKS,BOOKSTACKS,2009,10/13/2009,11/29/2011,17,,
QH541.5.U55W65 2001x,QH541.5.U55W652001x,Tales from the underground : a natural history of subterranean life / David W. Wolfe,"Wolfe, David W",31275035754903,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,7/17/2001,4/23/2003,2,,
QH541.5.S35 K67 2006,QH541.5.S35K672006,Wave-swept shore : the rigors of life on a rocky coast / text by Mimi Koehl ; photographs by Anne Wertheim Rosenfeld,"Koehl, Mimi, 1948-",31275041398828,LEAVEY,BOOKSTACKS,BOOKSTACKS,2006,5/17/2006,2/23/2010,34,,
QH541.5.R27 N49 1990,QH541.5.R27N491990,Tropical rainforest : a world survey of our most valuable and endangered habitat with a blueprint for its survival / Arnold Newman ; foreword by Mildred E. Mathias,"Newman, Arnold, 1941-",31275026294877,LEAVEY,BOOKSTACKS,BOOKSTACKS,1990,9/25/1996,10/22/2003,25,,
QH541.5.R27 M58 1986,QH541.5.R27M581986,"The enchanted canopy : a journey of discovery to the last unexplored frontier, the roof of the world's rainforests / Andrew W. Mitchell ; with a foreword by Gerald Durrell","Mitchell, Andrew W",31275018338674,LEAVEY,BOOKSTACKS,BOOKSTACKS,1986,9/25/1996,6/15/2011,21,,
QH541.5.R27 L47 1990,QH541.5.R27L471990,Lessons of the rainforest / edited by Suzanne Head and Robert Heinzman,"Head, Suzanne",31275021654182,LEAVEY,BOOKSTACKS,BOOKSTACKS,1990,9/25/1996,7/29/2004,32,,
QH541.5.R27 L38 1990,QH541.5.R27L381990,The Last rain forests : a world conservation atlas / edited by Mark Collins ; foreword by David Attenborough,"Collins, N. Mark",31275026315201,LEAVEY,BOOKSTACKS,BOOKSTACKS,1990,9/25/1996,10/22/2003,27,,
QH541.5.M3 M664 2008,QH541.5.M3M6642008,Wetlands / Peter D. Moore ; illustrations by Richard Garratt,"Moore, Peter D",31275046060308,LEAVEY,BOOKSTACKS,BOOKSTACKS,2008,5/7/2009,10/8/2009,1,,
QH541.5.M3 M59 1986,QH541.5.M3M591986,Wetlands / William J. Mitsch and James G. Gosselink,"Mitsch, William J",31275018913823,LEAVEY,BOOKSTACKS,BOOKSTACKS,1986,9/25/1996,2/1/2006,45,,
QH541.5.F6 M37 2001,QH541.5.F6M372001,Forest primeval : the natural history of an ancient forest / Chris Maser,"Maser, Chris",31275034639048,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,10/2/2001,10/22/2003,2,,
QH541.5.C7 H64 1989,QH541.5.C7H641989,"Coral reefs : a global view / by Les Holliday ; consultant, Elizabeth Wood","Holliday, Les",31275023198899,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/25/1996,9/7/2009,23,,
QH541.5 .C6 G74 1990,QH541.5.C6G741990,Green cities : ecologically sound approaches to urban space / edited by David Gordon,"Gordon, David",31275026481052,LEAVEY,BOOKSTACKS,BOOKSTACKS,1990,12/8/1996,11/9/2005,16,,
QH541.5.C65 C585,QH541.5.C65C585,Coast alert : scientists speak out / Daniel W. Anderson ... [et al.] ; with a foreword by Anne W. Simon ; edited by Thomas C. Jackson and Diana Reische ; [drawings by Casey Alexander],"Anderson, Daniel W",31275001720391,LEAVEY,BOOKSTACKS,BOOKSTACKS,1981,9/25/1996,1/15/2004,23,,
QH541.5.C65 B63 1985,QH541.5.C65B631985,An introduction to coastal ecology / Patrick J.S. Boaden and Raymond Seed,"Boaden, Patrick J. S",31275018303280,LEAVEY,BOOKSTACKS,BOOKSTACKS,1985,9/25/1996,11/5/2003,19,,
QH541.15.R45 S358 1998,QH541.15.R45S3581998,The once and future forest : a guide to forest restoration strategies / Leslie Jones Sauer and Andropogon Associates ; [foreword by Ian McHarg,"Sauer, Leslie Jones",31275012465606,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,7/14/1998,11/14/2011,6,,
QH541.15.R45 J67 2003,QH541.15.R45J672003,The sunflower forest : ecological restoration and the new communion with nature / William R. Jordan III,"Jordan, William R., III, 1944-",31275037365377,LEAVEY,BOOKSTACKS,BOOKSTACKS,2003,6/5/2003,1/14/2010,3,,
QH541.15.F73 U56 1999,QH541.15.F73U561999,Unmanaged landscapes : voices for untamed nature / edited by Bill Willers,"Willers, W. B., 1938-",31275029660017,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,7/7/1999,4/4/2003,4,,
QH541.15.B56 Z45 2007,QH541.15.B56Z452007,Understanding biodiversity / David Zeigler,"Zeigler, David, 1950-",31275044732940,LEAVEY,BOOKSTACKS,BOOKSTACKS,2007,6/27/2007,4/23/2010,1,,
QH541.15.B56 S65 2006,QH541.15.B56S652006,Biodiversity : a beginner's guide / John I. Spicer,"Spicer, John I",31275044157379,LEAVEY,BOOKSTACKS,BOOKSTACKS,2006,4/22/2008,4/23/2010,3,,
QH541.15.B56 G762 2002x,QH541.15.B56G7622002x,World atlas of biodiversity : Earth's living resources in the 21st century / Brian Groombridge & Martin D. Jenkins,"Groombridge, Brian",31275037351369,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,3/12/2003,9/21/2004,5,,
QH541.15.B56 G25 2005,QH541.15.B56G252005,"Biodiversity : Przewalski's horse, Edna's trillium, the giant squid, and over 1.5 million other species / L.L. Gaddy","Gaddy, L. L",31275048625066,LEAVEY,BOOKSTACKS,BOOKSTACKS,2005,6/8/2010,Never,0,,
QH541.14 .A456 2010,QH541.14.A4562010,"Ecology : plants, animals, and the environment / Michael Allaby ; illustrations by Richard Garratt","Allaby, Michael",31275046976016,LEAVEY,BOOKSTACKS,BOOKSTACKS,2010,2/26/2010,8/29/2010,1,,
QH540.83.U6 K56 2005,QH540.83.U6K562005,"The evolution of American ecology, 1890-2000 / Sharon E. Kingsland","Kingsland, Sharon E",31275041301467,LEAVEY,BOOKSTACKS,BOOKSTACKS,2005,9/6/2005,Never,0,,
QH540.8 .K75 2009,QH540.8.K752009,The balance of nature : ecology's enduring myth / John Kricher,"Kricher, John C",31275047020038,LEAVEY,BOOKSTACKS,BOOKSTACKS,2009,7/30/2009,Never,0,,
QH540.5 .M48 1992,QH540.5.M481992,Radical ecology : the search for a livable world / Carolyn Merchant,"Merchant, Carolyn",31275024237696,LEAVEY,BOOKSTACKS,BOOKSTACKS,1992,9/25/1996,11/20/2006,44,,
QH540.4 .C66 2010,QH540.4.C662010,A dictionary of ecology / edited by Michael Allaby,"Allaby, Michael",31275050221325,LEAVEY,BOOKSTACKS,BOOKSTACKS,2010,10/27/2010,Never,0,,
QH527 .F67 2009x,QH527.F672009x,Seasons of life : the Biological rhythms that enable living things to thrive and surviv / Russell G. Foster & Leon Kreitzman,"Foster, Russell G",31275046994431,LEAVEY,BOOKSTACKS,BOOKSTACKS,2009,7/30/2009,1/5/2010,2,,
QH527 .F67 2004bx,QH527.F672004bx,Rhythms of life : the biological clocks that control the daily lives of every living thing / Russell G. Foster & Leon Kreitzman,"Foster, Russell G",31275039104741,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,9/22/2004,11/1/2005,2,,
QH515 .G76 2002,QH515.G762002,Light and life / Michael Gross,"Gross, Michael, 1963-",31275037665875,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,8/19/2003,Never,0,,
QH515 .E55 2001,QH515.E552001,Life under the sun / Peter A. Ensminger,"Ensminger, Peter A., 1957-",31275035610071,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,5/9/2001,1/7/2004,2,,
QH513 .V64 1998,QH513.V641998,"Cats' paws and catapults : mechanical worlds of nature and people / Steven Vogel ; illustrated by Kathryn K. Davis, with the author","Vogel, Steven, 1940-2015",31275012510914,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,5/15/1998,12/23/2008,6,,
QH506 .M6627 2008,QH506.M66272008,Molecular biology of the gene / James D. Watson ... [et al.],"Watson, James D., 1928-",31275053870094,LEAVEY,BOOKSTACKS,BOOKSTACKS,2008,10/1/2012,Never,0,,
QH506 .M368 2003,QH506.M3682003,Essentials of molecular biology / George M. Malacinski,"Malacinski, George M",31275037935617,LEAVEY,BOOKSTACKS,BOOKSTACKS,2003,8/6/2003,5/27/2004,15,,
QH506 .F545 2004,QH506.F5452004,Vital harmonies : molecular biology and our shared humanity / Erwin Fleissner,"Fleissner, Erwin",31275039129540,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,9/2/2004,5/23/2005,1,,
QH501 .W48 2006,QH501.W482006,"In the beat of a heart : life, energy, and the unity of nature / John Whitfield","Whitfield, John, 1970-",31275041723561,LEAVEY,BOOKSTACKS,BOOKSTACKS,2006,10/27/2006,Never,0,,
QH501 .N633 2006,QH501.N6332006,The music of life : biology beyond the genome / Denis Noble,"Noble, Denis",31275041723322,LEAVEY,BOOKSTACKS,BOOKSTACKS,2006,10/27/2006,4/29/2010,7,,
QH501 .M35 2000,QH501.M352000,"What is life? / Lynn Margulis, Dorion Sagan ; foreword by Niles Eldredge","Margulis, Lynn, 1938-2011",31275034452764,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,1/24/2001,12/9/2004,11,,
QH491 .K49 2003,QH491.K492003,"Keywords and concepts in evolutionary developmental biology / editors, Brian K. Hall, Wendy M. Olson","Hall, Brian K. (Brian Keith), 1941-",31275037767747,LEAVEY,BOOKSTACKS,BOOKSTACKS,2003,9/3/2003,11/27/2007,2,,
QH491 .K387 2002,QH491.K3872002,"Making sense of life : explaining biological development with models, metaphors, and machines / Evelyn Fox Keller","Keller, Evelyn Fox, 1936-",31275036665249,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,6/7/2002,4/29/2010,3,,
QH491 .A768 2004,QH491.A7682004,Biased embryos and evolution / Wallace Arthur,"Arthur, Wallace",31275039435764,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,8/3/2004,Never,0,,
QH46.H22 1998X,QH46.H221998X,Art forms in nature : the prints of Ernst Haeckel / contributions by Olaf Breidbach and Irenäus Eibl-Eibesfeldt...preface by Richard Hartman,"Haeckel, Ernst Heinrich Phillip August, 1834-1919",31275037947075,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,9/20/2003,7/26/2008,28,,
QH457 .C58 2000,QH457.C582000,"Are we hardwired? : the role of genes in human behavior / William R. Clark, Michael Grunstein","Clark, William R., 1938-",31275034452285,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,1/24/2001,10/24/2005,3,,
